timestamp,t_kiln,temp_c,sp_c,output_pct,pid_profile
1783288899.72,60.00,199.98,200.00,0.00,TEMPER
1783288900.91,61.20,200.05,200.00,0.00,TEMPER
1783288901.97,62.37,200.10,200.00,0.00,TEMPER
1783288903.09,63.44,200.16,200.00,0.00,TEMPER
1783288904.26,64.55,200.20,200.00,0.00,TEMPER
1783288905.44,65.72,200.22,200.00,0.00,TEMPER
1783288906.61,66.90,200.25,200.00,0.00,TEMPER
1783288907.74,68.08,200.29,200.00,0.00,TEMPER
1783288908.91,69.19,200.28,200.00,1.69,TEMPER
1783288909.98,70.37,200.30,200.00,0.00,TEMPER
1783288911.15,71.44,200.33,200.00,0.00,TEMPER
1783288912.33,72.62,200.36,200.00,0.00,TEMPER
1783288913.50,73.79,200.38,200.00,0.00,TEMPER
1783288914.68,74.97,200.40,200.00,0.00,TEMPER
1783288915.86,76.14,200.42,200.00,0.00,TEMPER
1783288916.99,77.33,200.41,200.00,0.35,TEMPER
1783288918.16,78.45,200.41,200.00,0.00,TEMPER
1783288919.34,79.63,200.43,200.00,0.00,TEMPER
1783288920.51,80.80,200.43,200.00,0.00,TEMPER
1783288921.70,81.98,200.44,200.00,0.00,TEMPER
1783288922.88,83.17,200.47,200.00,0.00,TEMPER
1783288923.98,84.36,200.49,200.00,0.00,TEMPER
1783288925.15,85.43,200.51,200.00,0.00,TEMPER
1783288926.33,86.61,200.53,200.00,0.00,TEMPER
1783288927.50,87.78,200.54,200.00,0.00,TEMPER
1783288928.67,88.96,200.57,200.00,0.00,TEMPER
1783288929.85,90.13,200.61,200.00,0.00,TEMPER
1783288931.04,91.32,200.60,200.00,0.00,TEMPER
1783288932.21,92.49,200.58,200.00,0.56,TEMPER
1783288933.40,93.68,200.59,200.00,0.00,TEMPER
1783288934.57,94.86,200.61,200.00,0.00,TEMPER
1783288935.75,96.03,200.63,200.00,0.00,TEMPER
1783288936.92,97.21,200.60,200.00,1.90,TEMPER
1783288937.98,98.38,200.60,200.00,0.00,TEMPER
1783288939.16,99.44,200.61,200.00,0.00,TEMPER
1783288940.33,100.62,200.59,200.00,0.25,TEMPER
1783288941.50,101.79,200.59,200.00,0.00,TEMPER
1783288942.62,102.97,200.61,200.00,0.00,TEMPER
1783288943.79,104.07,200.61,200.00,0.00,TEMPER
1783288944.97,105.26,200.65,200.00,0.00,TEMPER
1783288946.14,106.43,200.71,200.00,0.00,TEMPER
1783288947.29,107.61,200.71,200.00,0.00,TEMPER
1783288948.46,108.74,200.73,200.00,0.00,TEMPER
1783288949.64,109.93,200.73,200.00,0.00,TEMPER
1783288950.81,111.10,200.73,200.00,0.00,TEMPER
1783288951.94,112.28,200.72,200.00,0.00,TEMPER
1783288953.11,113.39,200.71,200.00,0.00,TEMPER
1783288954.29,114.57,200.72,200.00,0.00,TEMPER
1783288955.46,115.74,200.71,200.00,0.00,TEMPER
1783288956.63,116.93,200.69,200.00,0.00,TEMPER
1783288957.80,118.08,200.69,200.00,0.00,TEMPER
1783288958.98,119.26,200.73,200.00,0.00,TEMPER
1783288960.02,120.43,200.72,200.00,0.00,TEMPER
1783288961.22,121.51,200.72,200.00,0.00,TEMPER
1783288962.39,122.68,200.72,200.00,0.00,TEMPER
1783288963.57,123.86,200.69,200.00,1.08,TEMPER
1783288964.75,125.03,200.64,200.00,5.44,TEMPER
1783288965.85,126.21,200.65,200.00,0.41,TEMPER
1783288967.02,127.31,200.66,200.00,0.00,TEMPER
1783288968.21,128.49,200.67,200.00,0.00,TEMPER
1783288969.38,129.66,200.64,200.00,1.27,TEMPER
1783288970.48,130.84,200.64,200.00,0.00,TEMPER
1783288971.65,131.94,200.63,200.00,0.00,TEMPER
1783288972.84,133.13,200.65,200.00,0.00,TEMPER
1783288974.02,134.30,200.61,200.00,2.93,TEMPER
1783288975.10,135.50,200.65,200.00,0.00,TEMPER
1783288976.27,136.55,200.62,200.00,1.77,TEMPER
1783288977.44,137.73,200.59,200.00,3.19,TEMPER
1783288978.61,138.90,200.62,200.00,0.00,TEMPER
1783288979.74,140.07,200.61,200.00,0.00,TEMPER
1783288980.91,141.19,200.60,200.00,0.00,TEMPER
1783288981.97,142.37,200.57,200.00,1.50,TEMPER
1783288983.15,143.43,200.56,200.00,0.26,TEMPER
1783288984.33,144.61,200.54,200.00,0.33,TEMPER
1783288985.50,145.78,200.52,200.00,0.50,TEMPER
1783288986.67,146.96,200.49,200.00,2.31,TEMPER
1783288987.84,148.13,200.47,200.00,2.66,TEMPER
1783288988.99,149.30,200.48,200.00,0.00,TEMPER
1783288990.16,150.45,200.49,200.00,0.00,TEMPER
1783288991.36,151.64,200.49,200.00,0.00,TEMPER
1783288992.53,152.81,200.50,200.00,0.00,TEMPER
1783288993.71,153.99,200.48,200.00,0.41,TEMPER
1783288994.88,155.17,200.45,200.00,2.50,TEMPER
1783288995.98,156.36,200.44,200.00,1.48,TEMPER
1783288997.15,157.43,200.42,200.00,2.37,TEMPER
1783288998.33,158.61,200.43,200.00,0.00,TEMPER
1783288999.50,159.78,200.41,200.00,0.74,TEMPER
1783289000.64,160.96,200.41,200.00,0.00,TEMPER
1783289001.81,162.10,200.41,200.00,0.00,TEMPER
1783289002.99,163.27,200.38,200.00,2.42,TEMPER
1783289004.16,164.45,200.35,200.00,4.96,TEMPER
1783289005.31,165.63,200.31,200.00,9.19,TEMPER
1783289006.48,166.76,200.29,200.00,10.46,TEMPER
1783289007.66,167.94,200.26,200.00,13.33,TEMPER
1783289008.82,169.11,200.21,200.00,19.51,TEMPER
1783289009.93,170.29,200.20,200.00,19.53,TEMPER
1783289011.10,171.38,200.17,200.00,22.90,TEMPER
1783289012.28,172.56,200.15,200.00,24.70,TEMPER
1783289013.45,173.73,200.14,200.00,25.03,TEMPER
1783289014.61,174.91,200.13,200.00,25.43,TEMPER
1783289015.78,176.07,200.13,200.00,24.33,TEMPER
1783289016.98,177.26,200.13,200.00,23.25,TEMPER
1783289018.16,178.43,200.14,200.00,20.64,TEMPER
1783289019.30,179.62,200.14,200.00,19.62,TEMPER
1783289020.47,180.76,200.11,200.00,23.42,TEMPER
1783289021.65,181.93,200.11,200.00,22.54,TEMPER
1783289022.82,183.10,200.09,200.00,24.86,TEMPER
1783289023.92,184.28,200.08,200.00,25.68,TEMPER
1783289025.10,185.38,200.05,200.00,29.79,TEMPER
1783289026.28,186.56,200.04,200.00,30.77,TEMPER
1783289027.45,187.73,200.05,200.00,28.66,TEMPER
1783289028.58,188.91,200.06,200.00,26.54,TEMPER
1783289029.76,190.04,200.07,200.00,24.43,TEMPER
1783289030.94,191.22,200.10,200.00,19.14,TEMPER
1783289031.98,192.39,200.11,200.00,16.95,TEMPER
1783289033.16,193.44,200.12,200.00,14.77,TEMPER
1783289034.33,194.61,200.15,200.00,9.37,TEMPER
1783289035.51,195.79,200.13,200.00,11.81,TEMPER
1783289036.68,196.96,200.14,200.00,9.54,TEMPER
1783289037.83,198.14,200.12,200.00,12.00,TEMPER
1783289039.00,199.28,200.13,200.00,9.78,TEMPER
1783289040.18,200.46,200.16,200.00,4.35,TEMPER
1783289041.35,201.63,200.16,200.00,3.59,TEMPER
1783289042.48,202.81,200.17,200.00,1.23,TEMPER
1783289043.65,203.93,200.17,200.00,0.46,TEMPER
1783289044.83,205.11,200.18,200.00,0.00,TEMPER
1783289045.96,206.28,200.20,200.00,0.00,TEMPER
1783289047.10,207.43,200.19,200.00,0.70,TEMPER
1783289048.27,208.55,200.19,200.00,0.00,TEMPER
1783289049.45,209.73,200.17,200.00,2.25,TEMPER
1783289050.62,210.90,200.21,200.00,0.00,TEMPER
1783289051.71,212.08,200.21,200.00,0.00,TEMPER
1783289052.90,213.18,200.20,200.00,0.68,TEMPER
1783289053.98,214.37,200.19,200.00,1.28,TEMPER
1783289055.15,215.43,200.19,200.00,0.42,TEMPER
1783289056.33,216.61,200.17,200.00,2.63,TEMPER
1783289057.37,217.79,200.17,200.00,1.73,TEMPER
1783289058.55,218.83,200.18,200.00,0.00,TEMPER
1783289059.72,220.00,200.21,200.00,0.00,TEMPER
1783289060.90,221.18,200.26,200.00,0.00,TEMPER
1783289062.07,222.35,200.29,200.00,0.00,TEMPER
1783289063.25,223.53,200.30,200.00,0.00,TEMPER
1783289064.42,224.70,200.32,200.00,0.00,TEMPER
1783289065.59,225.88,200.32,200.00,0.00,TEMPER
1783289066.76,227.05,200.31,200.00,0.16,TEMPER
1783289067.94,228.22,200.30,200.00,0.32,TEMPER
1783289069.11,229.40,200.27,200.00,3.66,TEMPER
1783289070.29,230.58,200.23,200.00,8.65,TEMPER
1783289071.46,231.75,200.23,200.00,7.42,TEMPER
1783289072.57,232.92,200.22,200.00,7.77,TEMPER
1783289073.74,234.03,200.22,200.00,6.64,TEMPER
1783289074.92,235.20,200.25,200.00,0.69,TEMPER
1783289075.97,236.37,200.23,200.00,2.59,TEMPER
1783289077.10,237.43,200.23,200.00,1.49,TEMPER
1783289078.29,238.56,200.24,200.00,0.00,TEMPER
1783289079.47,239.76,200.24,200.00,0.00,TEMPER
1783289080.64,240.93,200.24,200.00,0.00,TEMPER
1783289081.73,242.10,200.21,200.00,3.51,TEMPER
1783289082.90,243.18,200.23,200.00,0.00,TEMPER
1783289083.97,244.36,200.21,200.00,1.96,TEMPER
1783289085.15,245.43,200.18,200.00,5.71,TEMPER
1783289086.34,246.62,200.17,200.00,6.22,TEMPER
1783289087.51,247.79,200.17,200.00,5.20,TEMPER
1783289088.68,248.97,200.15,200.00,7.36,TEMPER
1783289089.86,250.14,200.19,200.00,0.09,TEMPER
1783289091.07,251.35,200.18,200.00,0.59,TEMPER
1783289092.24,252.52,200.17,200.00,1.18,TEMPER
1783289093.41,253.70,200.19,200.00,0.00,TEMPER
1783289094.58,254.87,200.22,200.00,0.00,TEMPER
1783289095.76,256.04,200.24,200.00,0.00,TEMPER
1783289096.93,257.21,200.22,200.00,2.01,TEMPER
1783289097.98,258.40,200.24,200.00,0.00,TEMPER
1783289099.14,259.43,200.27,200.00,0.00,TEMPER
1783289100.26,260.61,200.29,200.00,0.00,TEMPER
1783289101.43,261.71,200.29,200.00,0.00,TEMPER
1783289102.61,262.89,200.30,200.00,0.00,TEMPER
1783289103.78,264.06,200.34,200.00,0.00,TEMPER
1783289104.96,265.24,200.35,200.00,0.00,TEMPER
1783289105.98,266.41,200.35,200.00,0.00,TEMPER
1783289107.19,267.47,200.38,200.00,0.00,TEMPER
1783289108.36,268.64,200.43,200.00,0.00,TEMPER
1783289109.54,269.82,200.42,200.00,0.00,TEMPER
1783289110.71,270.99,200.43,200.00,0.00,TEMPER
1783289111.89,272.17,200.46,200.00,0.00,TEMPER
1783289113.06,273.35,200.47,200.00,0.00,TEMPER
1783289114.23,274.52,200.52,200.00,0.00,TEMPER
1783289115.41,275.69,200.54,200.00,0.00,TEMPER
1783289116.59,276.87,200.57,200.00,0.00,TEMPER
1783289117.75,278.04,200.59,200.00,0.00,TEMPER
1783289118.93,279.21,200.58,200.00,0.00,TEMPER
1783289119.98,280.38,200.58,200.00,0.00,TEMPER
1783289121.11,281.47,200.57,200.00,0.00,TEMPER
1783289122.28,282.56,200.58,200.00,0.00,TEMPER
1783289123.45,283.74,200.62,200.00,0.00,TEMPER
1783289124.62,284.90,200.68,200.00,0.00,TEMPER
1783289125.75,286.08,200.69,200.00,0.00,TEMPER
1783289126.92,287.21,200.73,200.00,0.00,TEMPER
1783289127.97,288.39,200.79,200.00,0.00,TEMPER
1783289129.14,289.43,200.82,200.00,0.00,TEMPER
1783289130.31,290.60,200.84,200.00,0.00,TEMPER
1783289131.48,291.77,200.84,200.00,0.00,TEMPER
1783289132.66,292.94,200.83,200.00,0.00,TEMPER
1783289133.83,294.11,200.80,200.00,0.90,TEMPER
1783289134.99,295.32,200.79,200.00,0.00,TEMPER
1783289136.19,296.46,200.77,200.00,0.00,TEMPER
1783289137.38,297.66,200.73,200.00,2.40,TEMPER
1783289138.55,298.83,200.70,200.00,3.46,TEMPER
1783289139.73,300.01,200.67,200.00,4.56,TEMPER
1783289140.90,301.19,200.66,200.00,2.60,TEMPER
1783289141.97,302.37,200.65,200.00,0.65,TEMPER
1783289143.15,303.43,200.62,200.00,2.29,TEMPER
1783289144.20,304.62,200.61,200.00,0.46,TEMPER
1783289145.37,305.66,200.58,200.00,2.29,TEMPER
1783289146.55,306.84,200.53,200.00,6.95,TEMPER
1783289147.72,308.01,200.50,200.00,8.63,TEMPER
1783289148.90,309.19,200.45,200.00,13.57,TEMPER
1783289149.98,310.36,200.43,200.00,13.96,TEMPER
1783289151.20,311.48,200.41,200.00,14.56,TEMPER
1783289152.37,312.66,200.36,200.00,19.90,TEMPER
1783289153.54,313.85,200.33,200.00,22.23,TEMPER
1783289154.71,315.00,200.31,200.00,23.19,TEMPER
1783289155.89,316.18,200.26,200.00,28.95,TEMPER
1783289157.06,317.35,200.22,200.00,33.34,TEMPER
1783289158.22,318.53,200.20,200.00,34.72,TEMPER
1783289159.39,319.67,200.19,200.00,34.69,TEMPER
1783289160.56,320.85,200.17,200.00,36.29,TEMPER
1783289161.73,322.02,200.15,200.00,38.01,TEMPER
1783289162.89,323.20,200.15,200.00,36.68,TEMPER
1783289163.96,324.35,200.13,200.00,38.59,TEMPER
1783289165.16,325.44,200.10,200.00,42.25,TEMPER
1783289166.34,326.62,200.07,200.00,45.96,TEMPER
1783289167.39,327.80,200.07,200.00,45.05,TEMPER
1783289168.56,328.84,200.06,200.00,45.85,TEMPER
1783289169.74,330.02,200.09,200.00,40.32,TEMPER
1783289170.91,331.20,200.10,200.00,37.92,TEMPER
1783289171.97,332.37,200.11,200.00,35.53,TEMPER
1783289173.15,333.43,200.13,200.00,31.56,TEMPER
1783289174.33,334.61,200.18,200.00,22.80,TEMPER
1783289175.50,335.78,200.20,200.00,18.67,TEMPER
1783289176.69,336.97,200.24,200.00,11.31,TEMPER
1783289177.85,338.14,200.25,200.00,8.58,TEMPER
1783289179.03,339.31,200.28,200.00,2.65,TEMPER
1783289180.20,340.48,200.29,200.00,0.00,TEMPER
1783289181.38,341.67,200.29,200.00,0.00,TEMPER
1783289182.55,342.84,200.33,200.00,0.00,TEMPER
1783289183.73,344.02,200.36,200.00,0.00,TEMPER
1783289184.87,345.19,200.39,200.00,0.00,TEMPER
1783289185.97,346.34,200.40,200.00,0.00,TEMPER
1783289187.15,347.43,200.41,200.00,0.00,TEMPER
1783289188.34,348.62,200.47,200.00,0.00,TEMPER
1783289189.51,349.79,200.46,200.00,0.00,TEMPER
1783289190.69,350.97,200.45,200.00,0.00,TEMPER
1783289191.86,352.14,200.51,200.00,0.00,TEMPER
1783289193.08,353.36,200.53,200.00,0.00,TEMPER
1783289194.19,354.53,200.49,200.00,4.00,TEMPER
1783289195.37,355.65,200.48,200.00,3.43,TEMPER
1783289196.54,356.83,200.48,200.00,1.17,TEMPER
1783289197.72,358.00,200.47,200.00,0.44,TEMPER
1783289198.82,359.17,200.46,200.00,0.00,TEMPER
1783289199.97,360.29,200.47,200.00,0.00,TEMPER
1783289201.16,361.44,200.46,200.00,0.00,TEMPER
1783289202.34,362.62,200.46,200.00,0.00,TEMPER
1783289203.53,363.81,200.44,200.00,0.82,TEMPER
1783289204.71,364.99,200.44,200.00,0.00,TEMPER
1783289205.89,366.17,200.43,200.00,0.00,TEMPER
1783289207.08,367.36,200.40,200.00,2.49,TEMPER
1783289208.25,368.53,200.41,200.00,0.00,TEMPER
1783289209.43,369.71,200.43,200.00,0.00,TEMPER
1783289210.60,370.89,200.45,200.00,0.00,TEMPER
1783289211.74,372.06,200.46,200.00,0.00,TEMPER
1783289212.91,373.19,200.46,200.00,0.00,TEMPER
1783289213.97,374.38,200.45,200.00,0.00,TEMPER
1783289215.15,375.43,200.42,200.00,2.76,TEMPER
1783289216.33,376.61,200.44,200.00,0.00,TEMPER
1783289217.39,377.79,200.46,200.00,0.00,TEMPER
1783289218.57,378.85,200.47,200.00,0.00,TEMPER
1783289219.74,380.02,200.47,200.00,0.00,TEMPER
1783289220.92,381.21,200.47,200.00,0.00,TEMPER
1783289221.97,382.38,200.45,200.00,0.78,TEMPER
1783289223.10,383.43,200.45,200.00,0.00,TEMPER
1783289224.28,384.56,200.44,200.00,0.00,TEMPER
1783289225.46,385.74,200.44,200.00,0.00,TEMPER
1783289226.64,386.92,200.45,200.00,0.00,TEMPER
1783289227.82,388.10,200.47,200.00,0.00,TEMPER
1783289229.00,389.28,200.51,200.00,0.00,TEMPER
1783289230.21,390.47,200.54,200.00,0.00,TEMPER
1783289231.38,391.66,200.56,200.00,0.00,TEMPER
1783289232.57,392.85,200.60,200.00,0.00,TEMPER
1783289233.74,394.02,200.61,200.00,0.00,TEMPER
1783289234.92,395.20,200.59,200.00,0.25,TEMPER
1783289235.99,396.38,200.59,200.00,0.00,TEMPER
1783289237.36,397.48,200.58,200.00,0.00,TEMPER
1783289238.53,398.81,200.58,200.00,0.00,TEMPER
1783289239.71,399.99,200.59,200.00,0.00,TEMPER
1783289240.88,401.16,200.57,200.00,0.25,TEMPER
1783289241.98,402.34,200.57,200.00,0.00,TEMPER
1783289243.08,403.43,200.57,200.00,0.00,TEMPER
1783289244.25,404.54,200.60,200.00,0.00,TEMPER
1783289245.43,405.72,200.58,200.00,0.16,TEMPER
1783289246.62,406.90,200.57,200.00,0.00,TEMPER
1783289247.79,408.07,200.56,200.00,0.00,TEMPER
1783289248.97,409.25,200.57,200.00,0.00,TEMPER
1783289250.14,410.42,200.58,200.00,0.00,TEMPER
1783289251.31,411.60,200.58,200.00,0.00,TEMPER
1783289252.48,412.77,200.55,200.00,1.80,TEMPER
1783289253.66,413.94,200.54,200.00,0.49,TEMPER
1783289254.83,415.11,200.55,200.00,0.00,TEMPER
1783289255.96,416.29,200.53,200.00,0.28,TEMPER
1783289257.13,417.41,200.50,200.00,2.35,TEMPER
1783289258.30,418.59,200.46,200.00,5.95,TEMPER
1783289259.47,419.76,200.46,200.00,3.36,TEMPER
1783289260.65,420.93,200.47,200.00,0.00,TEMPER
1783289261.83,422.10,200.46,200.00,0.00,TEMPER
1783289263.06,423.34,200.43,200.00,2.06,TEMPER
1783289264.23,424.51,200.42,200.00,1.20,TEMPER
1783289265.38,425.68,200.44,200.00,0.00,TEMPER
1783289266.56,426.84,200.43,200.00,0.00,TEMPER
1783289267.73,428.01,200.43,200.00,0.00,TEMPER
1783289268.90,429.18,200.42,200.00,0.00,TEMPER
1783289269.96,430.36,200.40,200.00,0.83,TEMPER
1783289271.01,431.42,200.38,200.00,1.98,TEMPER
1783289272.19,432.47,200.39,200.00,0.00,TEMPER
1783289273.36,433.64,200.38,200.00,0.00,TEMPER
1783289274.54,434.82,200.38,200.00,0.00,TEMPER
1783289275.71,435.99,200.38,200.00,0.00,TEMPER
1783289276.89,437.17,200.33,200.00,5.79,TEMPER
1783289277.97,438.35,200.31,200.00,6.99,TEMPER
1783289279.15,439.44,200.28,200.00,10.02,TEMPER
1783289280.33,440.61,200.25,200.00,13.01,TEMPER
1783289281.50,441.79,200.24,200.00,12.94,TEMPER
1783289282.68,442.96,200.20,200.00,17.69,TEMPER
1783289283.72,444.15,200.20,200.00,16.23,TEMPER
1783289284.90,445.18,200.18,200.00,18.19,TEMPER
1783289285.96,446.36,200.17,200.00,18.45,TEMPER
1783289287.14,447.42,200.19,200.00,14.08,TEMPER
1783289288.33,448.61,200.20,200.00,11.22,TEMPER
1783289289.39,449.79,200.21,200.00,8.36,TEMPER
1783289290.57,450.85,200.26,200.00,0.00,TEMPER
1783289291.74,452.02,200.26,200.00,0.00,TEMPER
1783289292.92,453.20,200.28,200.00,0.00,TEMPER
1783289293.97,454.37,200.28,200.00,0.00,TEMPER
1783289295.14,455.42,200.28,200.00,0.00,TEMPER
1783289296.31,456.60,200.28,200.00,0.00,TEMPER
1783289297.49,457.77,200.28,200.00,0.00,TEMPER
1783289298.66,458.94,200.28,200.00,0.00,TEMPER
1783289299.85,460.13,200.33,200.00,0.00,TEMPER
1783289301.02,461.30,200.36,200.00,0.00,TEMPER
1783289302.20,462.48,200.42,200.00,0.00,TEMPER
1783289303.36,463.65,200.41,200.00,0.00,TEMPER
1783289304.54,464.83,200.42,200.00,0.00,TEMPER
1783289305.72,466.00,200.42,200.00,0.00,TEMPER
1783289306.88,467.17,200.40,200.00,1.20,TEMPER
1783289307.97,468.34,200.38,200.00,2.47,TEMPER
1783289309.08,469.43,200.36,200.00,3.91,TEMPER
1783289310.25,470.53,200.36,200.00,2.19,TEMPER
1783289311.43,471.71,200.35,200.00,1.92,TEMPER
1783289312.60,472.88,200.31,200.00,6.45,TEMPER
1783289313.78,474.06,200.25,200.00,14.24,TEMPER
1783289314.94,475.23,200.20,200.00,20.65,TEMPER
1783289315.97,476.40,200.18,200.00,22.47,TEMPER
1783289317.15,477.43,200.09,200.00,35.81,TEMPER
1783289318.32,478.60,200.05,200.00,41.14,TEMPER
1783289319.50,479.78,200.02,200.00,45.06,TEMPER
1783289320.67,480.95,200.01,200.00,45.95,TEMPER
1783289321.74,482.12,199.99,200.00,48.51,TEMPER
1783289322.92,483.20,199.96,200.00,52.82,TEMPER
1783289323.96,484.38,199.95,200.00,54.04,TEMPER
1783289325.14,485.42,199.93,200.00,56.96,TEMPER
1783289326.31,486.59,199.92,200.00,58.37,TEMPER
1783289327.38,487.77,199.91,200.00,59.87,TEMPER
1783289328.55,488.83,199.93,200.00,56.61,TEMPER
1783289329.73,490.01,199.95,200.00,53.43,TEMPER
1783289330.90,491.18,199.96,200.00,51.81,TEMPER
1783289331.97,492.36,200.01,200.00,43.86,TEMPER
1783289333.10,493.43,200.05,200.00,37.30,TEMPER
1783289334.28,494.56,200.09,200.00,30.70,TEMPER
1783289335.46,495.74,200.13,200.00,24.00,TEMPER
1783289336.64,496.92,200.22,200.00,9.26,TEMPER
1783289337.81,498.09,200.29,200.00,0.00,TEMPER
1783289339.01,499.30,200.38,200.00,0.00,TEMPER
1783289340.21,500.47,200.48,200.00,0.00,TEMPER
1783289341.38,501.67,200.55,200.00,0.00,TEMPER
1783289342.55,502.83,200.64,200.00,0.00,TEMPER
1783289343.74,504.03,200.69,200.00,0.00,TEMPER
1783289344.91,505.20,200.72,200.00,0.00,TEMPER
1783289345.97,506.38,200.72,200.00,0.00,TEMPER
1783289347.14,507.42,200.75,200.00,0.00,TEMPER
1783289348.31,508.60,200.79,200.00,0.00,TEMPER
1783289349.49,509.77,200.81,200.00,0.00,TEMPER
1783289350.66,510.94,200.79,200.00,0.00,TEMPER
1783289351.83,512.12,200.81,200.00,0.00,TEMPER
1783289353.02,513.31,200.82,200.00,0.00,TEMPER
1783289354.19,514.47,200.85,200.00,0.00,TEMPER
1783289355.37,515.65,200.89,200.00,0.00,TEMPER
1783289356.54,516.82,200.93,200.00,0.00,TEMPER
1783289357.62,518.00,200.92,200.00,0.00,TEMPER
1783289358.79,519.07,200.93,200.00,0.00,TEMPER
1783289359.96,520.25,200.91,200.00,0.00,TEMPER
1783289361.13,521.41,200.89,200.00,0.00,TEMPER
1783289362.31,522.59,200.91,200.00,0.00,TEMPER
1783289363.39,523.76,200.89,200.00,0.00,TEMPER
1783289364.57,524.86,200.88,200.00,0.00,TEMPER
1783289365.75,526.03,200.88,200.00,0.00,TEMPER
1783289366.94,527.22,200.86,200.00,0.00,TEMPER
1783289367.96,528.39,200.84,200.00,0.00,TEMPER
1783289369.12,529.44,200.88,200.00,0.00,TEMPER
1783289370.29,530.57,200.90,200.00,0.00,TEMPER
1783289371.46,531.75,200.89,200.00,0.00,TEMPER
1783289372.63,532.92,200.89,200.00,0.00,TEMPER
1783289373.76,534.09,200.87,200.00,0.00,TEMPER
1783289374.93,535.22,200.84,200.00,0.53,TEMPER
1783289375.98,536.40,200.81,200.00,0.88,TEMPER
1783289377.15,537.44,200.79,200.00,0.32,TEMPER
1783289378.33,538.61,200.80,200.00,0.00,TEMPER
1783289379.50,539.78,200.80,200.00,0.00,TEMPER
1783289380.68,540.96,200.79,200.00,0.00,TEMPER
1783289381.89,542.13,200.78,200.00,0.00,TEMPER
1783289383.07,543.35,200.77,200.00,0.00,TEMPER
1783289384.24,544.52,200.75,200.00,0.00,TEMPER
1783289385.36,545.70,200.74,200.00,0.00,TEMPER
1783289386.54,546.82,200.72,200.00,0.00,TEMPER
1783289387.71,547.99,200.70,200.00,0.00,TEMPER
1783289388.88,549.16,200.68,200.00,0.00,TEMPER
1783289389.98,550.34,200.67,200.00,0.00,TEMPER
1783289391.08,551.43,200.68,200.00,0.00,TEMPER
1783289392.26,552.54,200.71,200.00,0.00,TEMPER
1783289393.43,553.71,200.72,200.00,0.00,TEMPER
1783289394.61,554.89,200.72,200.00,0.00,TEMPER
